+1.202044564E-004,+4.428404535E-002,+0,+0
+1.203315060E-004,+4.012013412E-002,+0,+0
+1.201036409E-004,+3.841220405E-002,+0,+0
+1.200984959E-004,+3.677411003E-002,+0,+0
+1.200746305E-004,+3.594129049E-002,+0,+0
+1.200606151E-004,+3.615750889E-002,+0,+0
+1.198101000E-004,+3.785254401E-002,+0,+0
+1.198898960E-004,+3.917285340E-002,+0,+0
+1.198229650E-004,+3.937303628E-002,+0,+0
+1.198996604E-004,+3.725030364E-002,+0,+0
+1.196825696E-004,+3.608046822E-002,+0,+0
+1.199041541E-004,+3.704431050E-002,+0,+0
+1.199653704E-004,+3.679304967E-002,+0,+0
+1.198758429E-004,+3.523860954E-002,+0,+0
+1.198672962E-004,+3.420666241E-002,+0,+0
+1.199079018E-004,+3.362579819E-002,+0,+0
+1.198308839E-004,+3.315640556E-002,+0,+0
+1.197521914E-004,+3.306931452E-002,+0,+0
+1.198487845E-004,+3.251020567E-002,+0,+0
+1.198489791E-004,+3.199939163E-002,+0,+0
+1.198245451E-004,+3.185604652E-002,+0,+0
+1.198639202E-004,+3.140072239E-002,+0,+0
+1.198848860E-004,+3.079467491E-002,+0,+0
+1.198863567E-004,+3.061766849E-002,+0,+0
+1.198561220E-004,+3.105408943E-002,+0,+0
+1.198194244E-004,+3.113602897E-002,+0,+0
+1.198287190E-004,+3.070858198E-002,+0,+0
+1.197916013E-004,+3.086037511E-002,+0,+0
+1.198156546E-004,+3.067905946E-002,+0,+0
+1.197977377E-004,+3.007659216E-002,+0,+0
+1.198198266E-004,+2.961188834E-002,+0,+0
+1.198208953E-004,+2.942999485E-002,+0,+0
+1.198243206E-004,+2.946495997E-002,+0,+0
+1.198081662E-004,+2.927823893E-002,+0,+0
+1.198478279E-004,+2.946956923E-002,+0,+0
+1.198532489E-004,+2.925228401E-002,+0,+0
+1.198310460E-004,+2.938007106E-002,+0,+0
+1.198279861E-004,+2.951136997E-002,+0,+0
+1.198224067E-004,+2.933683906E-002,+0,+0
+1.198266068E-004,+2.927611671E-002,+0,+0
+1.198232082E-004,+2.912615055E-002,+0,+0
+1.198147488E-004,+2.916700890E-002,+0,+0
