+1.171983039E-004,-1.958740427E-003,+0,+0
+1.172003377E-004,-1.880849233E-003,+0,+0
+1.171971605E-004,-1.835449398E-003,+0,+0
+1.171954420E-004,-1.761246768E-003,+0,+0
+1.171935356E-004,-1.705947078E-003,+0,+0
+1.171927222E-004,-1.623949994E-003,+0,+0
+1.171875568E-004,-1.551958132E-003,+0,+0
+1.171868282E-004,-1.470009173E-003,+0,+0
+1.171861835E-004,-1.421708942E-003,+0,+0
+1.171845226E-004,-1.323940908E-003,+0,+0
+1.171824710E-004,-1.235552851E-003,+0,+0
+1.171834550E-004,-1.163553019E-003,+0,+0
+1.171818756E-004,-1.047879106E-003,+0,+0
+1.171788340E-004,-9.554227232E-004,+0,+0
+1.171774741E-004,-8.112959412E-004,+0,+0
+1.171758286E-004,-6.846638514E-004,+0,+0
+1.171735566E-004,-5.610183436E-004,+0,+0
+1.171732143E-004,-3.866694657E-004,+0,+0
+1.171713848E-004,-2.082865174E-004,+0,+0
+1.171692752E-004,-1.527385740E-005,+0,+0
+1.171687398E-004,+2.085981998E-004,+0,+0
+1.171676387E-004,+4.208338391E-004,+0,+0
+1.171653998E-004,+6.440024944E-004,+0,+0
+1.171639243E-004,+9.125066465E-004,+0,+0
+1.171615195E-004,+1.164826668E-003,+0,+0
+1.171603222E-004,+1.541268544E-003,+0,+0
+1.171582230E-004,+1.856472890E-003,+0,+0
+1.171566365E-004,+2.180178680E-003,+0,+0
+1.171554867E-004,+2.564587209E-003,+0,+0
+1.171534466E-004,+3.009421225E-003,+0,+0
+1.171520344E-004,+3.524393741E-003,+0,+0
+1.171508275E-004,+4.052366019E-003,+0,+0
+1.171495550E-004,+4.664076385E-003,+0,+0
+1.171469243E-004,+5.306861194E-003,+0,+0
+1.171434130E-004,+5.454941475E-003,+0,+0
+1.171421252E-004,+6.135065635E-003,+0,+0
+1.171411239E-004,+6.787220612E-003,+0,+0
+1.171380326E-004,+7.506805806E-003,+0,+0
+1.171386987E-004,+8.449054452E-003,+0,+0
+1.171368010E-004,+9.495249874E-003,+0,+0
+1.171335544E-004,+1.056431694E-002,+0,+0
+1.171320284E-004,+1.165757863E-002,+0,+0
+1.171311114E-004,+1.295751178E-002,+0,+0
+1.171296495E-004,+1.429795838E-002,+0,+0
+1.171309233E-004,+1.575703564E-002,+0,+0
+1.171294030E-004,+1.737746637E-002,+0,+0
+1.171277910E-004,+1.910363255E-002,+0,+0
+1.171244981E-004,+2.081758239E-002,+0,+0
+1.171239963E-004,+2.291891816E-002,+0,+0
+1.171227329E-004,+2.562361292E-002,+0,+0
+1.171226584E-004,+2.824472637E-002,+0,+0
+1.171227162E-004,+3.095730744E-002,+0,+0
+1.171224690E-004,+3.408228043E-002,+0,+0
+1.171227187E-004,+3.721927206E-002,+0,+0
+1.171234504E-004,+4.085806648E-002,+0,+0
+1.171237053E-004,+4.482101866E-002,+0,+0
+1.171269204E-004,+4.887824216E-002,+0,+0
+1.171286939E-004,+5.334283158E-002,+0,+0
+1.171309453E-004,+5.839199979E-002,+0,+0
+1.171349941E-004,+6.400109115E-002,+0,+0
+1.171387219E-004,+7.018534443E-002,+0,+0
+1.171437714E-004,+7.673414049E-002,+0,+0
+1.171500906E-004,+8.389449866E-002,+0,+0
+1.171569465E-004,+9.181555519E-002,+0,+0
+1.171650511E-004,+1.004381404E-001,+0,+0
+1.171744679E-004,+1.101891236E-001,+0,+0
+1.171838788E-004,+1.208348902E-001,+0,+0
+1.171966858E-004,+1.322441468E-001,+0,+0
+1.172108626E-004,+1.449637601E-001,+0,+0
+1.172277468E-004,+1.589662665E-001,+0,+0
+1.172467092E-004,+1.744205365E-001,+0,+0
+1.172675529E-004,+1.915107117E-001,+0,+0
+1.172913528E-004,+2.104355233E-001,+0,+0
+1.173190899E-004,+2.317957921E-001,+0,+0
+1.173522417E-004,+2.549129106E-001,+0,+0
+1.173878573E-004,+2.805303283E-001,+0,+0
+1.174277105E-004,+3.089141098E-001,+0,+0
+1.174720580E-004,+3.407216355E-001,+0,+0
+1.175232739E-004,+3.762103823E-001,+0,+0
+1.175807316E-004,+4.148522913E-001,+0,+0
+1.176443409E-004,+4.588296712E-001,+0,+0
+1.177140623E-004,+5.069342335E-001,+0,+0
+1.177919946E-004,+5.608455974E-001,+0,+0
+1.178801110E-004,+6.213188692E-001,+0,+0
+1.179796049E-004,+6.887533518E-001,+0,+0
+1.180905864E-004,+7.649565324E-001,+0,+0
+1.182145214E-004,+8.494554097E-001,+0,+0
+1.183528793E-004,+9.441293138E-001,+0,+0
+1.185062540E-004,+1.050413819E+000,+0,+0
+1.186806702E-004,+1.170596889E+000,+0,+0
+1.188759132E-004,+1.304092414E+000,+0,+0
+1.190935188E-004,+1.456189767E+000,+0,+0
+1.193370880E-004,+1.626526022E+000,+0,+0
+1.196097873E-004,+1.819952041E+000,+0,+0
+1.199165290E-004,+2.037715116E+000,+0,+0
+1.202601295E-004,+2.287035184E+000,+0,+0
+1.206431034E-004,+2.574671735E+000,+0,+0
+1.210750226E-004,+2.899398713E+000,+0,+0
+1.215589835E-004,+3.269109582E+000,+0,+0
+1.221042074E-004,+3.693954056E+000,+0,+0
+1.227177378E-004,+4.185477429E+000,+0,+0
+1.234087061E-004,+4.752988752E+000,+0,+0
+1.241866696E-004,+5.417394029E+000,+0,+0
+1.250689211E-004,+6.195824150E+000,+0,+0
+1.260588760E-004,+7.114545031E+000,+0,+0
+1.271812987E-004,+8.198661589E+000,+0,+0
+1.284547779E-004,+9.505175349E+000,+0,+0
+1.298972453E-004,+1.104510128E+001,+0,+0
+1.315394005E-004,+1.294264696E+001,+0,+0
+1.334118864E-004,+1.521921027E+001,+0,+0
+1.355560008E-004,+1.805990203E+001,+0,+0
+1.380060742E-004,+2.159803093E+001,+0,+0
+1.407989345E-004,+2.601319515E+001,+0,+0
+1.440048982E-004,+3.152238623E+001,+0,+0
