+1.353471754E-004,-9.660265505E-003,+0,+0
+1.351024398E-004,-9.614489621E-003,+0,+0
+1.353711744E-004,-9.616132528E-003,+0,+0
+1.352913726E-004,-9.612941566E-003,+0,+0
+1.351693677E-004,-9.583284810E-003,+0,+0
+1.353368922E-004,-9.565702421E-003,+0,+0
+1.351206015E-004,-9.504268533E-003,+0,+0
+1.351929034E-004,-9.494817343E-003,+0,+0
+1.350571187E-004,-9.478592595E-003,+0,+0
+1.351548265E-004,-9.475373668E-003,+0,+0
+1.350653167E-004,-9.453891881E-003,+0,+0
+1.352064587E-004,-9.444749472E-003,+0,+0
+1.351553368E-004,-9.420302161E-003,+0,+0
+1.351274198E-004,-9.391241305E-003,+0,+0
+1.352227130E-004,-9.401707079E-003,+0,+0
+1.351731338E-004,-9.389927302E-003,+0,+0
+1.350338471E-004,-9.352244570E-003,+0,+0
+1.352127499E-004,-9.310994191E-003,+0,+0
+1.351465971E-004,-9.323510600E-003,+0,+0
+1.351611077E-004,-9.283735377E-003,+0,+0
+1.351001997E-004,-9.247954417E-003,+0,+0
+1.350763117E-004,-9.230686226E-003,+0,+0
+1.351847180E-004,-9.227104423E-003,+0,+0
+1.351638641E-004,-9.209488647E-003,+0,+0
+1.351275732E-004,-9.202264411E-003,+0,+0
+1.351427511E-004,-9.154103868E-003,+0,+0
+1.351094842E-004,-9.137574312E-003,+0,+0
+1.351310908E-004,-9.096833624E-003,+0,+0
+1.350904719E-004,-9.069041988E-003,+0,+0
+1.350612966E-004,-9.036097933E-003,+0,+0
+1.350934479E-004,-9.019147513E-003,+0,+0
+1.351066707E-004,-8.965698437E-003,+0,+0
+1.350756755E-004,-8.950600980E-003,+0,+0
+1.350634310E-004,-8.889846720E-003,+0,+0
+1.351037366E-004,-8.895866423E-003,+0,+0
+1.350940779E-004,-8.854772703E-003,+0,+0
+1.350946173E-004,-8.793935356E-003,+0,+0
+1.350815352E-004,-8.728385265E-003,+0,+0
+1.350537428E-004,-8.656924931E-003,+0,+0
+1.350344763E-004,-8.605960256E-003,+0,+0
+1.350387771E-004,-8.516247143E-003,+0,+0
+1.350231387E-004,-8.444492661E-003,+0,+0
+1.349912584E-004,-8.346246668E-003,+0,+0
+1.349795195E-004,-8.245471311E-003,+0,+0
+1.349727754E-004,-8.122766319E-003,+0,+0
+1.349516140E-004,-8.021673386E-003,+0,+0
+1.349461569E-004,-7.895220232E-003,+0,+0
+1.349072565E-004,-7.732514170E-003,+0,+0
